time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-5-24 9:5:33.991	WT901BLE68(801231B9234C)	-0.387	1.160	0.104	54.077	182.556	122.498	98.11	-8.18	37.25	25.284	-44.394	-20.482	-0.75024	-0.47144	-0.44934	0.11346	16.4	13111	100
2025-5-24 9:5:34.29	WT901BLE68(801231B9234C)	-0.472	1.198	0.091	44.922	181.824	105.225	98.31	-10.69	40.65	25.284	-44.394	-20.482	-0.75024	-0.47144	-0.44934	0.11346	16.4	13111	100
2025-5-24 9:5:34.29	WT901BLE68(801231B9234C)	-0.503	1.227	0.102	32.593	163.635	96.741	98.21	-12.86	43.76	25.284	-44.394	-20.482	-0.75024	-0.47144	-0.44934	0.11346	16.4	13111	100
2025-5-24 9:5:34.81	WT901BLE68(801231B9234C)	-0.502	1.181	0.129	20.569	140.259	94.971	97.90	-14.83	46.33	25.284	-44.394	-20.482	-0.75024	-0.47144	-0.44934	0.11346	16.4	13111	100
2025-5-24 9:5:34.81	WT901BLE68(801231B9234C)	-0.517	1.064	0.191	9.521	121.765	93.140	97.46	-16.64	48.33	25.284	-44.394	-20.482	-0.75024	-0.47144	-0.44934	0.11346	16.4	13111	100
2025-5-24 9:5:34.112	WT901BLE68(801231B9234C)	-0.549	0.913	0.261	0.854	110.779	91.553	96.92	-18.33	49.84	25.284	-44.394	-20.482	-0.75024	-0.47144	-0.44934	0.11346	16.4	13111	100
2025-5-24 9:5:34.112	WT901BLE68(801231B9234C)	-0.592	0.852	0.335	-0.732	97.107	89.783	96.49	-19.93	50.75	25.284	-44.394	-20.482	-0.75024	-0.47144	-0.44934	0.11346	16.4	13111	100
2025-5-24 9:5:34.171	WT901BLE68(801231B9234C)	-0.638	0.895	0.364	-3.235	72.144	88.379	96.29	-21.50	50.98	25.284	-44.394	-20.482	-0.75024	-0.47144	-0.44934	0.11346	16.4	13111	100
2025-5-24 9:5:34.172	WT901BLE68(801231B9234C)	-0.660	0.949	0.353	-6.165	46.143	82.458	96.29	-22.95	50.58	25.284	-44.394	-20.482	-0.52240	-0.71982	-0.19055	-0.41537	16.4	13111	100
2025-5-24 9:5:34.202	WT901BLE68(801231B9234C)	-0.693	0.979	0.336	-10.498	25.696	63.660	96.44	-24.08	49.70	25.284	-44.394	-20.482	-0.52240	-0.71982	-0.19055	-0.41537	16.4	13111	100
2025-5-24 9:5:34.202	WT901BLE68(801231B9234C)	-0.684	1.009	0.304	-13.794	7.568	25.330	96.66	-24.54	48.47	25.284	-44.394	-20.482	-0.52240	-0.71982	-0.19055	-0.41537	16.4	13111	100
2025-5-24 9:5:34.230	WT901BLE68(801231B9234C)	-0.543	1.142	0.242	-14.832	-9.827	-23.987	96.97	-24.01	47.01	25.284	-44.394	-20.482	-0.52240	-0.71982	-0.19055	-0.41537	16.4	13111	100
2025-5-24 9:5:34.230	WT901BLE68(801231B9234C)	-0.402	1.240	0.185	-18.677	-31.067	-68.909	97.28	-22.48	45.30	25.284	-44.394	-20.482	-0.52240	-0.71982	-0.19055	-0.41537	16.4	13111	100
2025-5-24 9:5:34.290	WT901BLE68(801231B9234C)	-0.326	1.385	0.151	-20.142	-46.997	-108.093	97.60	-20.08	43.35	25.284	-44.394	-20.482	-0.52240	-0.71982	-0.19055	-0.41537	16.4	13111	100
2025-5-24 9:5:34.290	WT901BLE68(801231B9234C)	-0.293	1.485	0.121	-25.208	-46.387	-141.113	97.72	-16.97	41.46	25.284	-44.394	-20.482	-0.52240	-0.71982	-0.19055	-0.41537	16.4	13111	100
2025-5-24 9:5:34.329	WT901BLE68(801231B9234C)	-0.274	1.458	0.084	-30.151	-35.278	-167.603	97.53	-13.32	39.93	25.284	-44.394	-20.482	-0.52240	-0.71982	-0.19055	-0.41537	16.4	13111	100
2025-5-24 9:5:34.330	WT901BLE68(801231B9234C)	-0.290	1.361	0.072	-30.945	-19.470	-188.599	97.08	-9.29	38.86	25.284	-44.394	-20.482	-0.52240	-0.71982	-0.19055	-0.41537	16.4	13111	100
2025-5-24 9:5:34.351	WT901BLE68(801231B9234C)	-0.375	1.321	0.042	-25.818	-5.310	-205.933	96.54	-4.96	38.33	25.284	-44.394	-20.482	-0.52240	-0.71982	-0.19055	-0.41537	16.4	13111	100
2025-5-24 9:5:34.351	WT901BLE68(801231B9234C)	-0.444	1.319	0.030	-19.592	-10.010	-215.027	96.04	-0.45	38.16	16.856	-52.234	-12.838	-0.52240	-0.71982	-0.19055	-0.41537	16.4	13111	100
2025-5-24 9:5:34.412	WT901BLE68(801231B9234C)	-0.442	1.320	0.031	-13.184	-39.551	-212.891	95.63	4.08	37.79	16.856	-52.234	-12.838	-0.52240	-0.71982	-0.19055	-0.41537	16.4	13111	100
2025-5-24 9:5:34.412	WT901BLE68(801231B9234C)	-0.426	1.336	0.006	-9.460	-81.299	-204.407	95.22	8.49	36.77	16.856	-52.234	-12.838	-0.52240	-0.71982	-0.19055	-0.41537	16.4	13111	100
2025-5-24 9:5:34.440	WT901BLE68(801231B9234C)	-0.400	1.376	-0.023	-9.521	-120.117	-193.481	94.62	12.72	35.00	16.856	-52.234	-12.838	-0.52240	-0.71982	-0.19055	-0.41537	16.4	13111	100
2025-5-24 9:5:34.440	WT901BLE68(801231B9234C)	-0.322	1.402	-0.056	-14.404	-152.527	-180.603	93.65	16.67	32.50	16.856	-52.234	-12.838	-0.52240	-0.71982	-0.19055	-0.41537	16.4	13111	100
2025-5-24 9:5:34.471	WT901BLE68(801231B9234C)	-0.229	1.385	-0.070	-20.752	-169.861	-171.509	92.23	20.33	29.44	16.856	-52.234	-12.838	-0.52240	-0.71982	-0.19055	-0.41537	16.4	13111	100
2025-5-24 9:5:34.471	WT901BLE68(801231B9234C)	-0.151	1.370	-0.079	-29.968	-173.401	-168.152	90.37	23.75	26.08	16.856	-52.234	-12.838	-0.52240	-0.71982	-0.19055	-0.41537	16.4	13111	100
2025-5-24 9:5:34.532	WT901BLE68(801231B9234C)	-0.086	1.331	-0.088	-40.771	-160.278	-170.410	88.12	27.00	22.70	16.856	-52.234	-12.838	-0.52240	-0.71982	-0.19055	-0.41537	16.4	13111	100
2025-5-24 9:5:34.532	WT901BLE68(801231B9234C)	-0.034	1.271	-0.081	-49.622	-132.446	-176.025	85.67	30.18	19.64	16.856	-52.234	-12.838	-0.52240	-0.71982	-0.19055	-0.41537	16.4	13111	100
2025-5-24 9:5:34.562	WT901BLE68(801231B9234C)	-0.025	1.183	-0.047	-55.481	-94.360	-182.922	83.25	33.37	17.16	16.856	-52.234	-12.838	-0.52240	-0.71982	-0.19055	-0.41537	16.4	13111	100
2025-5-24 9:5:34.562	WT901BLE68(801231B9234C)	-0.052	1.106	-0.011	-56.702	-54.077	-188.843	81.08	36.64	15.41	16.856	-52.234	-12.838	-0.74295	-0.57104	-0.32788	0.11972	16.4	13111	100
2025-5-24 9:5:34.590	WT901BLE68(801231B9234C)	-0.097	1.042	0.033	-55.908	-19.348	-192.261	79.27	40.02	14.37	16.856	-52.234	-12.838	-0.74295	-0.57104	-0.32788	0.11972	16.4	13111	100
2025-5-24 9:5:34.590	WT901BLE68(801231B9234C)	-0.131	0.982	0.062	-54.138	2.869	-191.345	77.79	43.44	13.88	16.856	-52.234	-12.838	-0.74295	-0.57104	-0.32788	0.11972	16.4	13111	100
2025-5-24 9:5:34.651	WT901BLE68(801231B9234C)	-0.150	0.925	0.064	-52.917	11.719	-186.584	76.49	46.79	13.62	16.856	-52.234	-12.838	-0.74295	-0.57104	-0.32788	0.11972	16.4	13111	100
2025-5-24 9:5:34.651	WT901BLE68(801231B9234C)	-0.168	0.870	0.067	-50.476	13.977	-179.993	75.23	50.00	13.42	16.856	-52.234	-12.838	-0.74295	-0.57104	-0.32788	0.11972	16.4	13111	100
2025-5-24 9:5:34.681	WT901BLE68(801231B9234C)	-0.176	0.844	0.059	-46.326	9.644	-171.631	73.94	53.02	13.09	16.856	-52.234	-12.838	-0.74295	-0.57104	-0.32788	0.11972	16.4	13111	100
2025-5-24 9:5:34.681	WT901BLE68(801231B9234C)	-0.166	0.828	0.071	-41.565	1.221	-160.828	72.48	55.77	12.47	16.856	-52.234	-12.838	-0.74295	-0.57104	-0.32788	0.11972	16.4	13111	100
2025-5-24 9:5:34.711	WT901BLE68(801231B9234C)	-0.150	0.832	0.080	-35.828	-8.240	-146.484	70.81	58.18	11.51	16.856	-52.234	-12.838	-0.74295	-0.57104	-0.32788	0.11972	16.4	13111	100
2025-5-24 9:5:34.711	WT901BLE68(801231B9234C)	-0.135	0.867	0.086	-28.748	-16.602	-128.601	68.97	60.18	10.24	16.856	-52.234	-12.838	-0.74295	-0.57104	-0.32788	0.11972	16.4	13111	100
2025-5-24 9:5:34.772	WT901BLE68(801231B9234C)	-0.121	0.854	0.101	-24.536	-23.254	-102.417	67.12	61.66	8.84	16.856	-52.234	-12.838	-0.74295	-0.57104	-0.32788	0.11972	16.4	13111	100
2025-5-24 9:5:34.772	WT901BLE68(801231B9234C)	-0.125	0.775	0.125	-17.151	-26.123	-70.923	65.50	62.52	7.61	16.856	-52.234	-12.838	-0.74295	-0.57104	-0.32788	0.11972	16.4	13111	100
2025-5-24 9:5:34.802	WT901BLE68(801231B9234C)	-0.131	0.777	0.120	-0.671	-22.705	-28.748	64.70	62.67	7.03	43.316	-6.272	-29.204	-0.74295	-0.57104	-0.32788	0.11972	16.4	13111	100
2025-5-24 9:5:34.802	WT901BLE68(801231B9234C)	-0.134	0.792	0.104	15.808	-11.108	24.231	65.29	61.99	7.62	43.316	-6.272	-29.204	-0.74295	-0.57104	-0.32788	0.11972	16.4	13111	100
2025-5-24 9:5:34.831	WT901BLE68(801231B9234C)	-0.154	0.794	0.093	36.804	10.132	82.336	67.54	60.42	9.70	43.316	-6.272	-29.204	-0.74295	-0.57104	-0.32788	0.11972	16.4	13111	100
2025-5-24 9:5:34.831	WT901BLE68(801231B9234C)	-0.230	0.762	0.097	58.044	38.025	143.799	71.38	57.86	13.20	43.316	-6.272	-29.204	-0.74295	-0.57104	-0.32788	0.11972	16.4	13111	100
2025-5-24 9:5:34.891	WT901BLE68(801231B9234C)	-0.306	0.726	0.125	79.041	62.744	192.749	76.17	54.31	17.47	43.316	-6.272	-29.204	-0.74295	-0.57104	-0.32788	0.11972	16.4	13111	100
2025-5-24 9:5:34.891	WT901BLE68(801231B9234C)	-0.394	0.763	0.177	98.083	76.477	231.873	81.10	49.87	21.67	43.316	-6.272	-29.204	-0.74295	-0.57104	-0.32788	0.11972	16.4	13111	100
2025-5-24 9:5:34.929	WT901BLE68(801231B9234C)	-0.476	0.936	0.246	112.122	73.853	260.071	85.55	44.68	25.13	43.316	-6.272	-29.204	-0.74295	-0.57104	-0.32788	0.11972	16.4	13111	100
2025-5-24 9:5:34.929	WT901BLE68(801231B9234C)	-0.474	1.230	0.294	110.901	44.617	282.837	89.01	38.93	27.32	43.316	-6.272	-29.204	-0.74295	-0.57104	-0.32788	0.11972	16.4	13111	100
2025-5-24 9:5:34.951	WT901BLE68(801231B9234C)	-0.373	1.432	0.236	100.281	-4.395	305.359	91.17	32.74	27.92	43.316	-6.272	-29.204	-0.74295	-0.57104	-0.32788	0.11972	16.4	13111	100
2025-5-24 9:5:34.952	WT901BLE68(801231B9234C)	-0.290	1.521	0.125	95.703	-39.368	316.467	92.54	26.34	27.31	43.316	-6.272	-29.204	-0.68982	-0.65121	-0.31616	-0.00098	16.4	13111	100
2025-5-24 9:5:35.10	WT901BLE68(801231B9234C)	-0.203	1.637	0.010	97.595	-49.133	317.993	93.79	19.95	26.19	43.316	-6.272	-29.204	-0.68982	-0.65121	-0.31616	-0.00098	16.4	13111	100
2025-5-24 9:5:35.11	WT901BLE68(801231B9234C)	-0.128	1.680	-0.016	95.825	-31.616	312.500	95.20	13.69	25.11	43.316	-6.272	-29.204	-0.68982	-0.65121	-0.31616	-0.00098	16.4	13111	100
2025-5-24 9:5:35.40	WT901BLE68(801231B9234C)	-0.098	1.587	0.063	90.393	10.864	295.044	96.76	7.70	24.61	43.316	-6.272	-29.204	-0.68982	-0.65121	-0.31616	-0.00098	16.4	13111	100
2025-5-24 9:5:35.41	WT901BLE68(801231B9234C)	-0.157	1.458	0.152	81.970	67.139	266.846	98.31	2.10	25.04	43.316	-6.272	-29.204	-0.68982	-0.65121	-0.31616	-0.00098	16.4	13111	100
2025-5-24 9:5:35.70	WT901BLE68(801231B9234C)	-0.263	1.313	0.174	69.885	124.084	231.201	99.57	-2.96	26.58	43.316	-6.272	-29.204	-0.68982	-0.65121	-0.31616	-0.00098	16.4	13111	100
2025-5-24 9:5:35.70	WT901BLE68(801231B9234C)	-0.338	1.169	0.165	56.396	159.241	194.397	100.35	-7.44	28.98	43.316	-6.272	-29.204	-0.68982	-0.65121	-0.31616	-0.00098	16.4	13111	100
2025-5-24 9:5:35.131	WT901BLE68(801231B9234C)	-0.372	1.079	0.136	48.340	170.715	159.119	100.67	-11.25	31.85	43.316	-6.272	-29.204	-0.68982	-0.65121	-0.31616	-0.00098	16.4	13111	100
2025-5-24 9:5:35.131	WT901BLE68(801231B9234C)	-0.412	1.062	0.104	41.809	161.499	128.479	100.68	-14.35	34.74	43.316	-6.272	-29.204	-0.68982	-0.65121	-0.31616	-0.00098	16.4	13111	100
2025-5-24 9:5:35.162	WT901BLE68(801231B9234C)	-0.447	1.066	0.057	36.987	140.076	103.760	100.55	-16.78	37.29	43.316	-6.272	-29.204	-0.68982	-0.65121	-0.31616	-0.00098	16.4	13111	100
2025-5-24 9:5:35.162	WT901BLE68(801231B9234C)	-0.462	1.112	0.035	34.973	114.136	84.473	100.44	-18.63	39.29	15.778	-50.862	-15.876	-0.68982	-0.65121	-0.31616	-0.00098	16.4	13111	100
2025-5-24 9:5:35.190	WT901BLE68(801231B9234C)	-0.424	1.127	0.074	27.710	89.722	73.059	100.40	-20.06	40.65	15.778	-50.862	-15.876	-0.68982	-0.65121	-0.31616	-0.00098	16.4	13111	100
2025-5-24 9:5:35.190	WT901BLE68(801231B9234C)	-0.386	1.060	0.131	19.897	74.524	67.322	100.38	-21.23	41.47	15.778	-50.862	-15.876	-0.68982	-0.65121	-0.31616	-0.00098	16.4	13111	100
2025-5-24 9:5:35.251	WT901BLE68(801231B9234C)	-0.399	0.959	0.176	12.207	78.552	62.317	100.26	-22.27	42.09	15.778	-50.862	-15.876	-0.68982	-0.65121	-0.31616	-0.00098	16.4	13111	100
2025-5-24 9:5:35.251	WT901BLE68(801231B9234C)	-0.483	0.857	0.253	6.531	91.919	59.204	99.96	-23.27	42.82	15.778	-50.862	-15.876	-0.68982	-0.65121	-0.31616	-0.00098	16.4	13111	100
2025-5-24 9:5:35.281	WT901BLE68(801231B9234C)	-0.550	0.789	0.325	3.845	94.238	56.335	99.57	-24.25	43.55	15.778	-50.862	-15.876	-0.68982	-0.65121	-0.31616	-0.00098	16.4	13111	100
2025-5-24 9:5:35.281	WT901BLE68(801231B9234C)	-0.582	0.779	0.353	1.282	76.050	52.185	99.32	-25.14	43.91	15.778	-50.862	-15.876	-0.68982	-0.65121	-0.31616	-0.00098	16.4	13111	100
2025-5-24 9:5:35.310	WT901BLE68(801231B9234C)	-0.572	0.825	0.329	1.038	49.744	41.077	99.32	-25.79	43.69	15.778	-50.862	-15.876	-0.68982	-0.65121	-0.31616	-0.00098	16.4	13111	100
2025-5-24 9:5:35.311	WT901BLE68(801231B9234C)	-0.571	0.884	0.272	-0.854	25.513	21.240	99.55	-26.02	42.97	15.778	-50.862	-15.876	-0.68982	-0.65121	-0.31616	-0.00098	16.4	13111	100
2025-5-24 9:5:35.371	WT901BLE68(801231B9234C)	-0.548	0.987	0.232	-1.892	-0.122	-10.864	99.94	-25.62	41.80	15.778	-50.862	-15.876	-0.68982	-0.65121	-0.31616	-0.00098	16.4	13111	100
2025-5-24 9:5:35.371	WT901BLE68(801231B9234C)	-0.488	1.173	0.175	-2.808	-23.010	-47.424	100.49	-24.41	40.26	15.778	-50.862	-15.876	-0.68982	-0.65121	-0.31616	-0.00098	16.4	13111	100
2025-5-24 9:5:35.402	WT901BLE68(801231B9234C)	-0.399	1.257	0.158	-9.399	-40.771	-83.374	100.96	-22.42	38.53	15.778	-50.862	-15.876	-0.53439	-0.75790	-0.13138	-0.35019	16.4	13111	100
2025-5-24 9:5:35.402	WT901BLE68(801231B9234C)	-0.326	1.358	0.138	-10.681	-51.636	-117.798	101.34	-19.68	36.72	15.778	-50.862	-15.876	-0.53439	-0.75790	-0.13138	-0.35019	16.4	13111	100
2025-5-24 9:5:35.430	WT901BLE68(801231B9234C)	-0.292	1.420	0.104	-13.977	-49.438	-146.729	101.52	-16.34	35.10	15.778	-50.862	-15.876	-0.53439	-0.75790	-0.13138	-0.35019	16.4	13111	100
