time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-5-24 8:43:2.353	WT901BLE68(801231B9234C)	-0.225	1.353	0.086	53.406	73.792	276.855	103.14	14.28	-39.79	30.674	-53.900	-18.620	-0.51718	-0.76154	0.11395	0.37347	20.8	13111	100
2025-5-24 8:43:2.353	WT901BLE68(801231B9234C)	-0.314	1.308	0.104	46.082	108.459	265.503	104.02	8.63	-39.58	30.674	-53.900	-18.620	-0.51718	-0.76154	0.11395	0.37347	20.8	13111	100
2025-5-24 8:43:2.382	WT901BLE68(801231B9234C)	-0.368	1.268	0.095	38.208	127.014	256.042	104.75	3.13	-39.02	30.674	-53.900	-18.620	-0.51718	-0.76154	0.11395	0.37347	20.8	13111	100
2025-5-24 8:43:2.383	WT901BLE68(801231B9234C)	-0.433	1.250	0.120	28.198	128.967	246.216	105.23	-2.16	-38.36	30.674	-53.900	-18.620	-0.51718	-0.76154	0.11395	0.37347	20.8	13111	100
2025-5-24 8:43:2.413	WT901BLE68(801231B9234C)	-0.483	1.231	0.132	17.456	120.972	235.046	105.42	-7.17	-37.78	30.674	-53.900	-18.620	-0.51718	-0.76154	0.11395	0.37347	20.8	13111	100
2025-5-24 8:43:2.413	WT901BLE68(801231B9234C)	-0.540	1.219	0.137	9.338	108.154	220.886	105.40	-11.79	-37.35	30.674	-53.900	-18.620	-0.51718	-0.76154	0.11395	0.37347	20.8	13111	100
2025-5-24 8:43:2.473	WT901BLE68(801231B9234C)	-0.625	1.192	0.192	2.625	95.825	198.730	105.21	-15.91	-37.06	30.674	-53.900	-18.620	-0.51718	-0.76154	0.11395	0.37347	20.8	13111	100
2025-5-24 8:43:2.474	WT901BLE68(801231B9234C)	-0.757	1.116	0.288	-2.930	88.013	168.579	104.86	-19.39	-36.75	30.674	-53.900	-18.620	-0.51718	-0.76154	0.11395	0.37347	20.8	13111	100
2025-5-24 8:43:2.502	WT901BLE68(801231B9234C)	-0.792	1.020	0.395	-8.301	66.528	129.944	104.40	-22.04	-36.49	-33.418	-47.236	-10.486	-0.51718	-0.76154	0.11395	0.37347	20.8	13111	100
2025-5-24 8:43:2.503	WT901BLE68(801231B9234C)	-0.684	1.003	0.436	-9.155	28.442	95.093	104.06	-23.75	-36.69	-33.418	-47.236	-10.486	-0.51718	-0.76154	0.11395	0.37347	20.8	13111	100
2025-5-24 8:43:2.533	WT901BLE68(801231B9234C)	-0.579	1.031	0.425	-13.184	-4.211	64.087	103.89	-24.59	-37.46	-33.418	-47.236	-10.486	-0.51718	-0.76154	0.11395	0.37347	20.8	13111	100
2025-5-24 8:43:2.533	WT901BLE68(801231B9234C)	-0.553	1.032	0.356	-17.578	-15.747	34.180	103.72	-24.75	-38.46	-33.418	-47.236	-10.486	-0.51718	-0.76154	0.11395	0.37347	20.8	13111	100
2025-5-24 8:43:2.594	WT901BLE68(801231B9234C)	-0.497	1.085	0.296	-20.142	-8.057	3.235	103.40	-24.30	-39.25	-33.418	-47.236	-10.486	-0.51718	-0.76154	0.11395	0.37347	20.8	13111	100
2025-5-24 8:43:2.594	WT901BLE68(801231B9234C)	-0.495	1.075	0.254	-23.865	11.047	-24.414	102.81	-23.40	-39.55	-33.418	-47.236	-10.486	-0.51718	-0.76154	0.11395	0.37347	20.8	13111	100
