time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-5-25 9:59:26.121	WT901BLE68(801231B9234C)	-0.105	1.036	-0.012	-97.534	21.729	-216.003	83.84	33.11	19.73	-0.392	-43.512	-5.292	0.69940	0.68073	0.21756	-0.00052	23.2	13111	100
2025-5-25 9:59:26.121	WT901BLE68(801231B9234C)	-0.082	1.017	0.010	-91.980	14.404	-205.261	82.04	36.99	19.92	-0.392	-43.512	-5.292	0.69940	0.68073	0.21756	-0.00052	23.2	13111	100
2025-5-25 9:59:26.167	WT901BLE68(801231B9234C)	-0.004	1.017	0.018	-88.196	1.953	-192.078	80.12	40.57	19.76	-0.392	-43.512	-5.292	0.69940	0.68073	0.21756	-0.00052	23.2	13111	100
2025-5-25 9:59:26.168	WT901BLE68(801231B9234C)	0.109	1.003	-0.012	-82.153	-2.258	-169.128	78.11	43.69	19.32	-0.392	-43.512	-5.292	0.69940	0.68073	0.21756	-0.00052	23.2	13111	100
2025-5-25 9:59:26.190	WT901BLE68(801231B9234C)	0.135	0.915	-0.035	-71.350	3.235	-137.390	76.33	46.21	18.97	-0.392	-43.512	-5.292	0.69940	0.68073	0.21756	-0.00052	23.2	13111	100
2025-5-25 9:59:26.191	WT901BLE68(801231B9234C)	0.115	0.832	-0.032	-59.814	10.193	-102.783	74.98	48.05	18.93	30.576	-4.410	-24.500	0.69940	0.68073	0.21756	-0.00052	23.2	13111	100
2025-5-25 9:59:26.235	WT901BLE68(801231B9234C)	-0.005	0.726	0.023	-36.804	34.607	-61.462	74.63	49.17	19.69	30.576	-4.410	-24.500	0.69940	0.68073	0.21756	-0.00052	23.2	13111	100
2025-5-25 9:59:26.235	WT901BLE68(801231B9234C)	-0.078	0.855	0.076	-13.428	50.781	-12.451	75.50	49.52	21.41	30.576	-4.410	-24.500	0.69940	0.68073	0.21756	-0.00052	23.2	13111	100
2025-5-25 9:59:26.278	WT901BLE68(801231B9234C)	-0.089	0.934	0.075	3.296	57.983	42.908	77.20	48.84	23.76	30.576	-4.410	-24.500	0.69940	0.68073	0.21756	-0.00052	23.2	13111	100
2025-5-25 9:59:26.278	WT901BLE68(801231B9234C)	-0.084	0.853	0.051	22.705	60.242	95.154	79.44	47.09	26.44	30.576	-4.410	-24.500	0.69940	0.68073	0.21756	-0.00052	23.2	13111	100
2025-5-25 9:59:26.324	WT901BLE68(801231B9234C)	-0.128	0.773	0.033	46.387	65.186	144.165	82.09	44.31	29.20	30.576	-4.410	-24.500	0.69940	0.68073	0.21756	-0.00052	23.2	13111	100
2025-5-25 9:59:26.324	WT901BLE68(801231B9234C)	-0.180	0.792	0.077	71.472	67.810	186.462	85.04	40.61	31.87	30.576	-4.410	-24.500	0.69940	0.68073	0.21756	-0.00052	23.2	13111	100
