time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-5-25 10:15:22.187	WT901BLE68(801231B9234C)	0.217	0.783	-0.112	61.523	82.581	131.836	30.28	60.13	-50.91	26.656	-18.326	-28.714	0.70514	0.34818	0.36563	-0.49774	22.8	13111	100
2025-5-25 10:15:22.187	WT901BLE68(801231B9234C)	-0.236	0.957	-0.081	24.231	95.459	182.739	39.06	59.53	-41.54	26.656	-18.326	-28.714	0.70514	0.34818	0.36563	-0.49774	22.8	13111	100
2025-5-25 10:15:22.232	WT901BLE68(801231B9234C)	-0.629	1.219	-0.005	-11.353	77.209	214.783	47.21	57.65	-32.03	26.656	-18.326	-28.714	0.70514	0.34818	0.36563	-0.49774	22.8	13111	100
2025-5-25 10:15:22.232	WT901BLE68(801231B9234C)	-1.363	1.480	0.190	-50.293	55.481	254.333	53.45	54.40	-23.59	25.284	-1.862	-30.870	0.70514	0.34818	0.36563	-0.49774	22.8	13111	100
2025-5-25 10:15:22.254	WT901BLE68(801231B9234C)	-1.995	3.357	0.437	-72.083	65.369	278.503	58.00	50.22	-16.00	25.284	-1.862	-30.870	0.70514	0.34818	0.36563	-0.49774	22.8	13111	100
2025-5-25 10:15:22.254	WT901BLE68(801231B9234C)	-1.900	3.930	0.583	-72.571	75.562	291.809	61.54	45.75	-9.09	25.284	-1.862	-30.870	0.70514	0.34818	0.36563	-0.49774	22.8	13111	100
2025-5-25 10:15:22.297	WT901BLE68(801231B9234C)	-1.883	1.619	0.809	-73.425	73.975	289.734	64.14	41.00	-3.07	25.284	-1.862	-30.870	0.70514	0.34818	0.36563	-0.49774	22.8	13111	100
2025-5-25 10:15:22.297	WT901BLE68(801231B9234C)	-1.801	1.345	0.862	-65.247	76.599	281.982	65.84	36.34	2.06	25.284	-1.862	-30.870	0.70514	0.34818	0.36563	-0.49774	22.8	13111	100
2025-5-25 10:15:22.342	WT901BLE68(801231B9234C)	-1.846	1.011	0.881	-54.565	99.792	262.817	67.23	32.03	6.85	25.284	-1.862	-30.870	0.70514	0.34818	0.36563	-0.49774	22.8	13111	100
2025-5-25 10:15:22.342	WT901BLE68(801231B9234C)	-1.858	0.766	0.853	-48.340	115.723	238.342	68.49	28.34	11.49	25.284	-1.862	-30.870	0.70514	0.34818	0.36563	-0.49774	22.8	13111	100
2025-5-25 10:15:22.387	WT901BLE68(801231B9234C)	-1.579	0.420	0.810	-35.461	88.440	200.378	69.33	25.20	15.29	25.284	-1.862	-30.870	0.70514	0.34818	0.36563	-0.49774	22.8	13111	100
2025-5-25 10:15:22.388	WT901BLE68(801231B9234C)	-1.139	0.175	0.726	-22.339	45.898	159.119	69.77	22.63	17.66	25.284	-1.862	-30.870	0.70514	0.34818	0.36563	-0.49774	22.8	13111	100
2025-5-25 10:15:22.432	WT901BLE68(801231B9234C)	-0.817	-0.042	0.615	-13.367	34.241	124.573	70.04	20.64	19.05	25.284	-1.862	-30.870	0.70514	0.34818	0.36563	-0.49774	22.8	13111	100
2025-5-25 10:15:22.432	WT901BLE68(801231B9234C)	-0.663	-0.218	0.537	-11.780	51.575	96.741	70.37	19.34	20.19	25.284	-1.862	-30.870	0.70514	0.34818	0.36563	-0.49774	22.8	13111	100
2025-5-25 10:15:22.457	WT901BLE68(801231B9234C)	-0.829	-0.381	0.495	-19.836	89.050	66.833	70.78	18.83	21.57	25.284	-1.862	-30.870	0.80463	0.54111	0.23636	0.06165	22.8	13111	100
2025-5-25 10:15:22.457	WT901BLE68(801231B9234C)	-1.148	-0.610	0.438	-27.588	106.262	29.236	71.19	19.17	23.10	25.284	-1.862	-30.870	0.80463	0.54111	0.23636	0.06165	22.8	13111	100
2025-5-25 10:15:22.499	WT901BLE68(801231B9234C)	-1.222	-0.985	0.456	-33.325	77.454	-29.968	71.46	20.43	24.10	25.284	-1.862	-30.870	0.80463	0.54111	0.23636	0.06165	22.8	13111	100
2025-5-25 10:15:22.499	WT901BLE68(801231B9234C)	-1.012	-1.199	0.423	-25.696	8.789	-101.440	71.35	22.68	23.46	25.284	-1.862	-30.870	0.80463	0.54111	0.23636	0.06165	22.8	13111	100
2025-5-25 10:15:22.545	WT901BLE68(801231B9234C)	-0.951	-1.104	0.364	-19.653	-28.076	-176.331	70.81	26.08	21.29	25.284	-1.862	-30.870	0.80463	0.54111	0.23636	0.06165	22.8	13111	100
2025-5-25 10:15:22.545	WT901BLE68(801231B9234C)	-1.008	-1.099	0.336	-5.798	-34.790	-247.131	69.91	30.68	18.29	25.284	-1.862	-30.870	0.80463	0.54111	0.23636	0.06165	22.8	13111	100
2025-5-25 10:15:22.590	WT901BLE68(801231B9234C)	-1.104	-0.607	0.314	3.296	-31.982	-297.119	68.78	36.45	14.60	25.284	-1.862	-30.870	0.80463	0.54111	0.23636	0.06165	22.8	13111	100
2025-5-25 10:15:22.591	WT901BLE68(801231B9234C)	-1.341	-0.375	0.407	19.897	-31.860	-326.904	67.04	42.82	10.11	25.284	-1.862	-30.870	0.80463	0.54111	0.23636	0.06165	22.8	13111	100
2025-5-25 10:15:22.634	WT901BLE68(801231B9234C)	-1.919	-0.093	0.522	40.222	16.846	-328.064	65.35	49.50	5.59	25.284	-1.862	-30.870	0.80463	0.54111	0.23636	0.06165	22.8	13111	100
2025-5-25 10:15:22.635	WT901BLE68(801231B9234C)	-3.177	0.214	0.574	30.823	64.758	-307.312	63.97	56.23	1.92	25.284	-1.862	-30.870	0.80463	0.54111	0.23636	0.06165	22.8	13111	100
2025-5-25 10:15:22.659	WT901BLE68(801231B9234C)	-3.583	0.449	0.688	21.057	39.856	-306.763	61.78	62.65	-1.95	30.968	-6.272	-24.402	0.80463	0.54111	0.23636	0.06165	22.8	13111	100
