time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-5-25 10:27:46.726	WT901BLE68(801231B9234C)	-1.134	-0.280	0.021	26.978	13.855	-4.700	-105.85	78.60	-123.72	41.258	20.188	0.686	0.65350	0.05820	0.73853	-0.15497	25.9	13111	100
2025-5-25 10:27:46.726	WT901BLE68(801231B9234C)	-1.355	-0.309	-0.010	29.907	26.428	-0.793	-106.76	78.37	-125.14	41.258	20.188	0.686	0.65350	0.05820	0.73853	-0.15497	25.9	13111	100
2025-5-25 10:27:46.756	WT901BLE68(801231B9234C)	-1.607	-0.330	-0.156	31.616	37.781	4.883	-108.84	78.16	-127.82	41.258	20.188	0.686	0.65350	0.05820	0.73853	-0.15497	25.9	13111	100
2025-5-25 10:27:46.757	WT901BLE68(801231B9234C)	-1.612	-0.253	-0.264	36.072	32.471	12.085	-111.26	78.02	-130.97	39.886	21.952	-2.156	0.65350	0.05820	0.73853	-0.15497	25.9	13111	100
2025-5-25 10:27:46.784	WT901BLE68(801231B9234C)	-1.428	-0.174	-0.270	37.537	21.790	19.836	-113.12	78.14	-133.67	39.886	21.952	-2.156	0.65350	0.05820	0.73853	-0.15497	25.9	13111	100
2025-5-25 10:27:46.785	WT901BLE68(801231B9234C)	-1.222	-0.123	-0.236	36.743	19.104	20.874	-114.72	78.36	-136.11	39.886	21.952	-2.156	0.65350	0.05820	0.73853	-0.15497	25.9	13111	100
2025-5-25 10:27:46.844	WT901BLE68(801231B9234C)	-1.152	-0.105	-0.281	35.217	36.804	24.353	-117.32	78.52	-139.53	39.886	21.952	-2.156	0.65350	0.05820	0.73853	-0.15497	25.9	13111	100
2025-5-25 10:27:46.845	WT901BLE68(801231B9234C)	-1.259	-0.118	-0.346	36.621	61.279	29.968	-122.37	78.49	-145.48	39.886	21.952	-2.156	0.65350	0.05820	0.73853	-0.15497	25.9	13111	100
2025-5-25 10:27:46.874	WT901BLE68(801231B9234C)	-1.216	-0.162	-0.381	37.292	67.871	35.522	-128.58	78.26	-152.66	39.886	21.952	-2.156	0.65350	0.05820	0.73853	-0.15497	25.9	13111	100
2025-5-25 10:27:46.874	WT901BLE68(801231B9234C)	-1.034	-0.164	-0.342	36.743	49.011	37.170	-134.14	78.07	-159.20	39.886	21.952	-2.156	0.65350	0.05820	0.73853	-0.15497	25.9	13111	100
2025-5-25 10:27:46.911	WT901BLE68(801231B9234C)	-0.826	-0.104	-0.271	35.706	38.513	34.241	-138.35	77.95	-164.35	39.886	21.952	-2.156	0.65350	0.05820	0.73853	-0.15497	25.9	13111	100
2025-5-25 10:27:46.911	WT901BLE68(801231B9234C)	-0.698	-0.083	-0.173	34.424	42.847	29.541	-142.20	77.73	-169.11	39.886	21.952	-2.156	0.65350	0.05820	0.73853	-0.15497	25.9	13111	100
2025-5-25 10:27:46.965	WT901BLE68(801231B9234C)	-0.524	-0.076	-0.092	31.189	46.692	19.714	-145.59	77.27	-173.32	39.886	21.952	-2.156	0.65350	0.05820	0.73853	-0.15497	25.9	13111	100
2025-5-25 10:27:46.965	WT901BLE68(801231B9234C)	-0.377	-0.111	-0.100	36.560	49.988	17.090	-148.28	76.67	-176.85	39.886	21.952	-2.156	0.65350	0.05820	0.73853	-0.15497	25.9	13111	100
2025-5-25 10:27:46.993	WT901BLE68(801231B9234C)	-0.455	-0.190	-0.091	42.908	62.134	16.541	-150.79	75.86	179.67	39.886	21.952	-2.156	0.58978	0.15894	0.76474	-0.20486	25.9	13111	100
2025-5-25 10:27:46.994	WT901BLE68(801231B9234C)	-0.493	-0.302	-0.043	53.162	70.313	14.099	-153.08	74.80	176.18	39.886	21.952	-2.156	0.58978	0.15894	0.76474	-0.20486	25.9	13111	100
2025-5-25 10:27:47.24	WT901BLE68(801231B9234C)	-0.484	-0.264	0.022	65.735	56.824	15.808	-154.45	73.80	173.34	39.886	21.952	-2.156	0.58978	0.15894	0.76474	-0.20486	25.9	13111	100
2025-5-25 10:27:47.25	WT901BLE68(801231B9234C)	-0.451	-0.198	-0.005	69.702	45.166	8.667	-154.75	73.07	171.44	39.886	21.952	-2.156	0.58978	0.15894	0.76474	-0.20486	25.9	13111	100
2025-5-25 10:27:47.85	WT901BLE68(801231B9234C)	-0.477	-0.226	0.000	73.120	37.842	5.310	-154.32	72.44	170.30	39.886	21.952	-2.156	0.58978	0.15894	0.76474	-0.20486	25.9	13111	100
2025-5-25 10:27:47.85	WT901BLE68(801231B9234C)	-0.604	-0.245	-0.053	71.777	33.997	-1.038	-153.32	71.86	169.65	39.886	21.952	-2.156	0.58978	0.15894	0.76474	-0.20486	25.9	13111	100
2025-5-25 10:27:47.114	WT901BLE68(801231B9234C)	-0.793	-0.219	-0.038	74.219	26.917	0.549	-152.14	71.31	168.87	39.886	21.952	-2.156	0.58978	0.15894	0.76474	-0.20486	25.9	13111	100
2025-5-25 10:27:47.114	WT901BLE68(801231B9234C)	-0.793	-0.020	0.016	65.430	7.080	5.615	-150.89	71.16	168.76	39.886	21.952	-2.156	0.58978	0.15894	0.76474	-0.20486	25.9	13111	100
2025-5-25 10:27:47.147	WT901BLE68(801231B9234C)	-0.819	0.062	0.034	38.574	4.822	11.353	-150.28	71.34	168.98	39.886	21.952	-2.156	0.58978	0.15894	0.76474	-0.20486	25.9	13111	100
2025-5-25 10:27:47.147	WT901BLE68(801231B9234C)	-0.840	-0.017	-0.112	4.517	14.404	-4.517	-150.45	71.33	169.05	39.886	21.952	-2.156	0.58978	0.15894	0.76474	-0.20486	25.9	13111	100
2025-5-25 10:27:47.211	WT901BLE68(801231B9234C)	-1.098	0.094	-0.207	-11.841	60.303	3.540	-151.78	70.74	168.24	44.002	14.308	4.508	0.58978	0.15894	0.76474	-0.20486	25.9	13111	100
2025-5-25 10:27:47.211	WT901BLE68(801231B9234C)	-1.230	0.338	-0.282	-43.030	85.999	-0.244	-154.41	69.51	166.50	44.002	14.308	4.508	0.58978	0.15894	0.76474	-0.20486	25.9	13111	100
2025-5-25 10:27:47.234	WT901BLE68(801231B9234C)	-1.240	0.576	-0.226	-90.088	82.581	16.663	-158.26	68.15	164.24	44.002	14.308	4.508	0.58978	0.15894	0.76474	-0.20486	25.9	13111	100
2025-5-25 10:27:47.234	WT901BLE68(801231B9234C)	-1.036	0.780	-0.101	-144.287	42.908	31.921	-163.44	67.37	161.75	44.002	14.308	4.508	0.58978	0.15894	0.76474	-0.20486	25.9	13111	100
2025-5-25 10:27:47.265	WT901BLE68(801231B9234C)	-0.823	1.007	-0.321	-183.167	1.770	59.509	-169.82	67.38	158.93	44.002	14.308	4.508	0.58978	0.15894	0.76474	-0.20486	25.9	13111	100
2025-5-25 10:27:47.265	WT901BLE68(801231B9234C)	-0.749	1.060	-0.717	-203.552	-48.523	107.117	-178.66	68.28	154.09	44.002	14.308	4.508	0.58978	0.15894	0.76474	-0.20486	25.9	13111	100
2025-5-25 10:27:47.326	WT901BLE68(801231B9234C)	-0.736	1.250	-0.804	-198.669	-55.115	168.762	169.08	69.07	145.53	44.002	14.308	4.508	0.58978	0.15894	0.76474	-0.20486	25.9	13111	100
