time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-5-25 10:12:10.441	WT901BLE68(801231B9234C)	0.074	0.803	0.270	4.639	-48.035	-70.801	60.27	59.00	-43.09	10.976	-31.066	-25.578	0.65884	0.60803	0.15460	-0.41498	24.2	13111	100
2025-5-25 10:12:10.441	WT901BLE68(801231B9234C)	0.002	0.864	0.299	6.958	-37.842	-39.185	58.95	59.11	-44.30	10.976	-31.066	-25.578	0.65884	0.60803	0.15460	-0.41498	24.2	13111	100
2025-5-25 10:12:10.485	WT901BLE68(801231B9234C)	-0.047	1.001	0.326	12.817	-22.888	-6.714	58.78	58.78	-44.28	10.976	-31.066	-25.578	0.65884	0.60803	0.15460	-0.41498	24.2	13111	100
2025-5-25 10:12:10.485	WT901BLE68(801231B9234C)	-0.012	1.133	0.314	18.921	-16.724	29.480	59.62	57.94	-43.24	19.012	-14.994	-32.536	0.65884	0.60803	0.15460	-0.41498	24.2	13111	100
2025-5-25 10:12:10.529	WT901BLE68(801231B9234C)	0.001	1.203	0.237	27.527	-11.902	63.721	61.23	56.51	-41.46	19.012	-14.994	-32.536	0.65884	0.60803	0.15460	-0.41498	24.2	13111	100
2025-5-25 10:12:10.530	WT901BLE68(801231B9234C)	0.028	1.353	0.098	35.889	8.240	93.018	63.70	54.66	-38.90	19.012	-14.994	-32.536	0.65884	0.60803	0.15460	-0.41498	24.2	13111	100
2025-5-25 10:12:10.575	WT901BLE68(801231B9234C)	0.088	1.548	-0.052	42.480	45.227	126.404	67.16	52.41	-35.27	19.012	-14.994	-32.536	0.65884	0.60803	0.15460	-0.41498	24.2	13111	100
2025-5-25 10:12:10.575	WT901BLE68(801231B9234C)	0.035	1.596	-0.179	45.593	99.304	153.809	71.64	49.81	-30.36	19.012	-14.994	-32.536	0.65884	0.60803	0.15460	-0.41498	24.2	13111	100
2025-5-25 10:12:10.620	WT901BLE68(801231B9234C)	-0.175	1.620	-0.202	56.885	162.354	175.354	77.13	46.88	-24.14	19.012	-14.994	-32.536	0.65884	0.60803	0.15460	-0.41498	24.2	13111	100
2025-5-25 10:12:10.620	WT901BLE68(801231B9234C)	-0.519	1.768	-0.100	58.289	205.200	195.313	83.03	43.36	-17.19	19.012	-14.994	-32.536	0.65884	0.60803	0.15460	-0.41498	24.2	13111	100
2025-5-25 10:12:10.643	WT901BLE68(801231B9234C)	-0.832	1.912	0.013	45.654	198.059	214.478	88.06	39.12	-10.80	19.012	-14.994	-32.536	0.65884	0.60803	0.15460	-0.41498	24.2	13111	100
2025-5-25 10:12:10.643	WT901BLE68(801231B9234C)	-1.146	2.007	0.073	25.269	152.222	248.535	91.33	34.07	-6.09	19.012	-14.994	-32.536	0.65884	0.60803	0.15460	-0.41498	24.2	13111	100
2025-5-25 10:12:10.688	WT901BLE68(801231B9234C)	-1.577	2.073	0.106	14.282	92.896	294.861	92.89	28.20	-3.33	19.012	-14.994	-32.536	0.65884	0.60803	0.15460	-0.41498	24.2	13111	100
2025-5-25 10:12:10.688	WT901BLE68(801231B9234C)	-1.801	2.264	0.239	13.794	55.664	321.350	93.55	21.72	-2.03	19.012	-14.994	-32.536	0.67160	0.72693	0.08768	-0.11276	24.2	13111	100
2025-5-25 10:12:10.732	WT901BLE68(801231B9234C)	-1.480	2.118	0.510	8.728	48.157	311.890	93.84	15.38	-1.27	19.012	-14.994	-32.536	0.67160	0.72693	0.08768	-0.11276	24.2	13111	100
2025-5-25 10:12:10.732	WT901BLE68(801231B9234C)	-1.445	1.808	0.729	10.193	88.806	273.010	94.07	9.62	-0.32	19.012	-14.994	-32.536	0.67160	0.72693	0.08768	-0.11276	24.2	13111	100
2025-5-25 10:12:10.777	WT901BLE68(801231B9234C)	-1.586	1.542	0.760	4.272	181.458	212.341	94.38	4.97	2.09	19.012	-14.994	-32.536	0.67160	0.72693	0.08768	-0.11276	24.2	13111	100
2025-5-25 10:12:10.777	WT901BLE68(801231B9234C)	-1.564	1.192	0.700	-21.973	230.591	174.011	94.24	1.26	5.81	19.012	-14.994	-32.536	0.67160	0.72693	0.08768	-0.11276	24.2	13111	100
2025-5-25 10:12:10.801	WT901BLE68(801231B9234C)	-1.416	0.791	0.572	-48.828	228.516	148.132	93.37	-1.75	9.70	19.012	-14.994	-32.536	0.67160	0.72693	0.08768	-0.11276	24.2	13111	100
2025-5-25 10:12:10.802	WT901BLE68(801231B9234C)	-1.413	0.348	0.437	-71.228	209.534	126.465	91.93	-4.13	13.25	19.012	-14.994	-32.536	0.67160	0.72693	0.08768	-0.11276	24.2	13111	100
2025-5-25 10:12:10.845	WT901BLE68(801231B9234C)	-1.509	-0.154	0.352	-88.135	175.232	96.375	90.10	-5.82	16.25	19.012	-14.994	-32.536	0.67160	0.72693	0.08768	-0.11276	24.2	13111	100
2025-5-25 10:12:10.845	WT901BLE68(801231B9234C)	-1.523	-0.570	0.318	-97.168	117.004	72.449	88.18	-6.83	18.27	19.012	-14.994	-32.536	0.67160	0.72693	0.08768	-0.11276	24.2	13111	100
2025-5-25 10:12:10.892	WT901BLE68(801231B9234C)	-1.345	-0.991	0.338	-88.623	40.771	21.973	86.56	-6.93	18.85	19.012	-14.994	-32.536	0.67160	0.72693	0.08768	-0.11276	24.2	13111	100
2025-5-25 10:12:10.892	WT901BLE68(801231B9234C)	-1.175	-1.096	0.268	-76.904	-17.639	-32.593	85.44	-5.92	18.03	10.878	-34.496	-23.814	0.67160	0.72693	0.08768	-0.11276	24.2	13111	100
2025-5-25 10:12:10.937	WT901BLE68(801231B9234C)	-1.200	-1.265	0.189	-78.308	-43.518	-75.745	84.61	-4.10	16.51	10.878	-34.496	-23.814	0.67160	0.72693	0.08768	-0.11276	24.2	13111	100
2025-5-25 10:12:10.938	WT901BLE68(801231B9234C)	-1.339	-0.803	0.072	-48.584	-51.331	-140.015	84.10	-1.03	14.65	10.878	-34.496	-23.814	0.67160	0.72693	0.08768	-0.11276	24.2	13111	100
