time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Version()	Battery level(%)
2025-5-24 9:8:31.232	WT901BLE68(801231B9234C)	-0.405	0.836	-0.122	-42.969	40.894	110.474	-149.44	82.99	99.85	32.830	6.370	-38.514	-0.76199	-0.42795	-0.38150	0.30096	17.2	13111	100
2025-5-24 9:8:31.264	WT901BLE68(801231B9234C)	-1.232	0.986	0.011	-119.141	11.353	137.268	-177.38	83.04	74.14	32.830	6.370	-38.514	-0.76199	-0.42795	-0.38150	0.30096	17.2	13111	100
2025-5-24 9:8:31.265	WT901BLE68(801231B9234C)	-2.900	1.110	0.055	-216.675	-57.434	156.311	152.30	82.41	47.84	32.830	6.370	-38.514	-0.76199	-0.42795	-0.38150	0.30096	17.2	13111	100
2025-5-24 9:8:31.353	WT901BLE68(801231B9234C)	-2.203	1.043	0.143	-267.151	-136.902	205.139	118.73	80.99	19.79	32.830	6.370	-38.514	-0.52090	-0.58566	-0.41931	0.45795	17.2	13111	100
2025-5-24 9:8:31.353	WT901BLE68(801231B9234C)	-2.486	0.688	0.435	-213.318	-113.525	334.961	94.81	75.64	0.48	32.830	6.370	-38.514	-0.52090	-0.58566	-0.41931	0.45795	17.2	13111	100
2025-5-24 9:8:31.354	WT901BLE68(801231B9234C)	-3.027	0.999	0.819	-202.698	77.515	211.914	89.47	69.97	-0.39	32.830	6.370	-38.514	-0.52090	-0.58566	-0.41931	0.45795	17.2	13111	100
2025-5-24 9:8:31.354	WT901BLE68(801231B9234C)	-2.419	0.881	0.944	-178.955	160.522	182.617	92.36	66.18	7.34	32.830	6.370	-38.514	-0.52090	-0.58566	-0.41931	0.45795	17.2	13111	100
2025-5-24 9:8:31.383	WT901BLE68(801231B9234C)	-2.085	0.327	0.609	-147.949	155.701	148.010	94.70	62.64	13.74	32.830	6.370	-38.514	-0.52090	-0.58566	-0.41931	0.45795	17.2	13111	100
2025-5-24 9:8:31.384	WT901BLE68(801231B9234C)	-1.609	0.031	0.349	-146.606	141.052	127.686	96.27	59.77	19.08	32.830	6.370	-38.514	-0.52090	-0.58566	-0.41931	0.45795	17.2	13111	100
2025-5-24 9:8:31.442	WT901BLE68(801231B9234C)	-1.271	-0.192	0.184	-138.123	88.013	110.352	96.13	57.35	22.29	32.830	6.370	-38.514	-0.52090	-0.58566	-0.41931	0.45795	17.2	13111	100
2025-5-24 9:8:31.442	WT901BLE68(801231B9234C)	-1.000	-0.311	0.131	-134.277	47.974	89.355	94.74	55.55	23.74	32.830	6.370	-38.514	-0.52090	-0.58566	-0.41931	0.45795	17.2	13111	100
2025-5-24 9:8:31.474	WT901BLE68(801231B9234C)	-0.708	-0.457	0.096	-129.517	24.170	74.402	92.74	54.26	24.20	32.830	6.370	-38.514	-0.52090	-0.58566	-0.41931	0.45795	17.2	13111	100
2025-5-24 9:8:31.474	WT901BLE68(801231B9234C)	-0.469	-0.639	0.137	-119.934	13.184	67.383	90.66	53.24	24.20	32.830	6.370	-38.514	-0.52090	-0.58566	-0.41931	0.45795	17.2	13111	100
2025-5-24 9:8:31.505	WT901BLE68(801231B9234C)	-0.309	-0.845	0.251	-104.187	3.723	57.922	88.80	52.44	23.94	32.830	6.370	-38.514	-0.52090	-0.58566	-0.41931	0.45795	17.2	13111	100
2025-5-24 9:8:31.505	WT901BLE68(801231B9234C)	-0.069	-1.503	0.417	-97.168	-16.113	41.199	86.92	51.96	23.26	43.512	-11.172	-26.362	-0.52090	-0.58566	-0.41931	0.45795	17.2	13111	100
2025-5-24 9:8:31.562	WT901BLE68(801231B9234C)	0.037	-1.614	0.365	-62.500	-35.217	-8.972	85.23	52.33	21.90	43.512	-11.172	-26.362	-0.52090	-0.58566	-0.41931	0.45795	17.2	13111	100
2025-5-24 9:8:31.562	WT901BLE68(801231B9234C)	-0.070	-1.364	0.186	-24.658	-24.780	-61.584	84.28	53.81	20.46	43.512	-11.172	-26.362	-0.52090	-0.58566	-0.41931	0.45795	17.2	13111	100
2025-5-24 9:8:31.592	WT901BLE68(801231B9234C)	-0.276	-1.065	0.039	8.972	-7.385	-107.117	84.43	56.37	19.58	43.512	-11.172	-26.362	-0.52090	-0.58566	-0.41931	0.45795	17.2	13111	100
2025-5-24 9:8:31.592	WT901BLE68(801231B9234C)	-0.545	-0.885	0.068	46.448	-11.902	-153.503	85.48	59.85	18.97	43.512	-11.172	-26.362	-0.52090	-0.58566	-0.41931	0.45795	17.2	13111	100
2025-5-24 9:8:31.628	WT901BLE68(801231B9234C)	-0.775	-0.764	0.104	99.060	-56.885	-188.599	86.31	64.07	17.05	43.512	-11.172	-26.362	-0.52090	-0.58566	-0.41931	0.45795	17.2	13111	100
2025-5-24 9:8:31.628	WT901BLE68(801231B9234C)	-1.154	-0.578	0.093	118.835	-109.070	-209.961	84.97	68.81	12.19	43.512	-11.172	-26.362	-0.52090	-0.58566	-0.41931	0.45795	17.2	13111	100
2025-5-24 9:8:31.684	WT901BLE68(801231B9234C)	-2.570	-0.594	0.228	112.183	-128.906	-208.496	79.82	73.39	3.41	43.512	-11.172	-26.362	-0.52090	-0.58566	-0.41931	0.45795	17.2	13111	100
2025-5-24 9:8:31.685	WT901BLE68(801231B9234C)	-3.501	-0.768	0.436	97.473	-87.708	-211.243	70.71	77.64	-8.87	43.512	-11.172	-26.362	-0.52090	-0.58566	-0.41931	0.45795	17.2	13111	100
2025-5-24 9:8:31.715	WT901BLE68(801231B9234C)	-3.765	-0.654	0.197	122.681	-160.583	-158.875	54.33	80.23	-28.45	43.512	-11.172	-26.362	-0.52090	-0.58566	-0.41931	0.45795	17.2	13111	100
2025-5-24 9:8:31.715	WT901BLE68(801231B9234C)	-3.143	0.437	0.000	129.700	-219.299	-185.608	27.15	79.79	-59.16	43.512	-11.172	-26.362	-0.56552	-0.45096	-0.43347	0.53741	17.2	13111	100
2025-5-24 9:8:31.743	WT901BLE68(801231B9234C)	-2.317	1.498	0.047	141.113	-179.199	-176.147	7.21	77.04	-82.49	43.512	-11.172	-26.362	-0.56552	-0.45096	-0.43347	0.53741	17.2	13111	100
2025-5-24 9:8:31.743	WT901BLE68(801231B9234C)	-1.833	1.974	0.208	127.991	21.973	-171.448	-3.85	76.17	-96.72	43.512	-11.172	-26.362	-0.56552	-0.45096	-0.43347	0.53741	17.2	13111	100
2025-5-24 9:8:31.802	WT901BLE68(801231B9234C)	-1.379	0.761	0.327	139.771	116.760	-164.368	-15.87	77.62	-111.49	43.512	-11.172	-26.362	-0.56552	-0.45096	-0.43347	0.53741	17.2	13111	100
2025-5-24 9:8:31.803	WT901BLE68(801231B9234C)	-0.750	1.106	0.049	200.806	118.408	-160.034	-29.69	78.74	-129.16	43.512	-11.172	-26.362	-0.56552	-0.45096	-0.43347	0.53741	17.2	13111	100
2025-5-24 9:8:31.831	WT901BLE68(801231B9234C)	-0.361	1.084	-0.018	196.106	106.995	-107.666	-41.70	79.34	-145.17	43.512	-11.172	-26.362	-0.56552	-0.45096	-0.43347	0.53741	17.2	13111	100
2025-5-24 9:8:31.831	WT901BLE68(801231B9234C)	0.005	0.783	0.010	194.641	78.918	-66.162	-49.73	79.79	-156.90	43.512	-11.172	-26.362	-0.56552	-0.45096	-0.43347	0.53741	17.2	13111	100
2025-5-24 9:8:31.861	WT901BLE68(801231B9234C)	0.479	0.727	-0.036	198.486	27.344	-23.010	-51.99	80.16	-162.75	43.512	-11.172	-26.362	-0.56552	-0.45096	-0.43347	0.53741	17.2	13111	100
2025-5-24 9:8:31.861	WT901BLE68(801231B9234C)	0.898	0.813	-0.117	187.378	-21.606	11.902	-47.04	80.52	-161.08	43.512	-11.172	-26.362	-0.56552	-0.45096	-0.43347	0.53741	17.2	13111	100
2025-5-24 9:8:31.928	WT901BLE68(801231B9234C)	1.064	0.947	-0.165	159.363	-23.376	25.452	-39.03	80.96	-155.82	43.512	-11.172	-26.362	-0.56552	-0.45096	-0.43347	0.53741	17.2	13111	100
2025-5-24 9:8:31.929	WT901BLE68(801231B9234C)	0.803	0.927	-0.220	103.882	5.432	49.988	-30.66	81.97	-149.26	43.512	-11.172	-26.362	-0.56552	-0.45096	-0.43347	0.53741	17.2	13111	100
2025-5-24 9:8:31.954	WT901BLE68(801231B9234C)	0.207	0.833	-0.169	46.143	47.974	92.041	-17.94	83.96	-137.20	35.476	-7.252	-36.652	-0.56552	-0.45096	-0.43347	0.53741	17.2	13111	100
2025-5-24 9:8:31.954	WT901BLE68(801231B9234C)	-0.485	0.965	-0.144	-18.188	74.036	126.404	12.82	86.13	-105.94	35.476	-7.252	-36.652	-0.56552	-0.45096	-0.43347	0.53741	17.2	13111	100
2025-5-24 9:8:31.984	WT901BLE68(801231B9234C)	-0.966	1.185	-0.056	-100.586	48.828	147.095	59.53	85.39	-57.18	35.476	-7.252	-36.652	-0.56552	-0.45096	-0.43347	0.53741	17.2	13111	100
2025-5-24 9:8:31.985	WT901BLE68(801231B9234C)	-1.348	1.229	0.218	-168.396	39.368	160.645	78.21	82.28	-34.93	35.476	-7.252	-36.652	-0.56552	-0.45096	-0.43347	0.53741	17.2	13111	100
2025-5-24 9:8:32.41	WT901BLE68(801231B9234C)	-1.947	1.205	0.492	-210.266	80.688	170.227	86.11	78.52	-22.35	35.476	-7.252	-36.652	-0.56552	-0.45096	-0.43347	0.53741	17.2	13111	100
2025-5-24 9:8:32.42	WT901BLE68(801231B9234C)	-2.480	1.220	0.240	-220.276	160.583	176.086	92.85	74.55	-10.44	35.476	-7.252	-36.652	-0.56552	-0.45096	-0.43347	0.53741	17.2	13111	100
2025-5-24 9:8:32.74	WT901BLE68(801231B9234C)	-2.839	0.998	0.182	-229.187	202.515	175.354	99.00	70.15	1.32	35.476	-7.252	-36.652	-0.56552	-0.45096	-0.43347	0.53741	17.2	13111	100
2025-5-24 9:8:32.74	WT901BLE68(801231B9234C)	-2.538	1.004	0.421	-206.543	159.058	136.780	101.60	66.23	9.18	35.476	-7.252	-36.652	-0.56552	-0.45096	-0.43347	0.53741	17.2	13111	100
2025-5-24 9:8:32.105	WT901BLE68(801231B9234C)	-1.992	0.961	0.457	-173.645	70.557	126.160	100.70	63.21	12.61	35.476	-7.252	-36.652	-0.56552	-0.45096	-0.43347	0.53741	17.2	13111	100
2025-5-24 9:8:32.105	WT901BLE68(801231B9234C)	-1.786	0.594	0.344	-153.015	49.255	136.353	98.20	60.38	13.60	35.476	-7.252	-36.652	-0.60529	-0.61465	-0.40036	0.30890	17.2	13111	100
2025-5-24 9:8:32.162	WT901BLE68(801231B9234C)	-1.512	0.195	0.313	-147.583	54.688	133.057	96.11	57.61	14.88	35.476	-7.252	-36.652	-0.60529	-0.61465	-0.40036	0.30890	17.2	13111	100
2025-5-24 9:8:32.163	WT901BLE68(801231B9234C)	-1.198	0.034	0.228	-126.709	29.175	116.150	94.02	55.21	15.66	35.476	-7.252	-36.652	-0.60529	-0.61465	-0.40036	0.30890	17.2	13111	100
2025-5-24 9:8:32.192	WT901BLE68(801231B9234C)	-0.903	-0.060	0.190	-121.582	13.916	95.032	91.73	53.32	15.81	35.476	-7.252	-36.652	-0.60529	-0.61465	-0.40036	0.30890	17.2	13111	100
2025-5-24 9:8:32.192	WT901BLE68(801231B9234C)	-0.656	-0.229	0.157	-118.958	15.503	78.308	89.53	51.90	15.93	35.476	-7.252	-36.652	-0.60529	-0.61465	-0.40036	0.30890	17.2	13111	100
2025-5-24 9:8:32.224	WT901BLE68(801231B9234C)	-0.494	-0.419	0.109	-110.779	24.231	72.632	87.72	50.75	16.24	35.476	-7.252	-36.652	-0.60529	-0.61465	-0.40036	0.30890	17.2	13111	100
2025-5-24 9:8:32.224	WT901BLE68(801231B9234C)	-0.422	-0.735	0.167	-101.379	33.630	69.885	86.46	49.73	16.89	35.476	-7.252	-36.652	-0.60529	-0.61465	-0.40036	0.30890	17.2	13111	100
2025-5-24 9:8:32.281	WT901BLE68(801231B9234C)	-0.292	-1.230	0.257	-76.233	19.104	46.204	85.56	49.10	17.31	35.476	-7.252	-36.652	-0.60529	-0.61465	-0.40036	0.30890	17.2	13111	100
2025-5-24 9:8:32.282	WT901BLE68(801231B9234C)	-0.207	-2.102	0.256	-36.255	-8.179	3.967	84.81	49.22	16.97	35.476	-7.252	-36.652	-0.60529	-0.61465	-0.40036	0.30890	17.2	13111	100
2025-5-24 9:8:32.313	WT901BLE68(801231B9234C)	-0.215	-1.299	0.149	13.733	-7.324	-55.908	85.12	50.58	16.32	35.476	-7.252	-36.652	-0.60529	-0.61465	-0.40036	0.30890	17.2	13111	100
2025-5-24 9:8:32.313	WT901BLE68(801231B9234C)	-0.375	-0.918	0.128	61.584	-12.878	-86.792	86.34	52.83	15.63	39.592	-12.936	-29.302	-0.60529	-0.61465	-0.40036	0.30890	17.2	13111	100
2025-5-24 9:8:32.343	WT901BLE68(801231B9234C)	-0.487	-0.774	0.159	93.933	-20.447	-130.737	88.10	55.88	14.79	39.592	-12.936	-29.302	-0.60529	-0.61465	-0.40036	0.30890	17.2	13111	100
2025-5-24 9:8:32.343	WT901BLE68(801231B9234C)	-0.977	-0.664	0.154	133.850	-35.217	-161.438	90.36	59.67	13.68	39.592	-12.936	-29.302	-0.60529	-0.61465	-0.40036	0.30890	17.2	13111	100
2025-5-24 9:8:32.403	WT901BLE68(801231B9234C)	-2.479	-0.577	0.255	157.898	-38.513	-183.411	93.07	63.97	12.44	39.592	-12.936	-29.302	-0.60529	-0.61465	-0.40036	0.30890	17.2	13111	100
2025-5-24 9:8:32.403	WT901BLE68(801231B9234C)	-2.803	-0.465	0.558	155.151	-39.063	-208.374	96.16	68.68	11.58	39.592	-12.936	-29.302	-0.60529	-0.61465	-0.40036	0.30890	17.2	13111	100
2025-5-24 9:8:32.435	WT901BLE68(801231B9234C)	-2.293	0.095	0.048	186.218	-180.725	-144.165	94.40	72.91	5.34	39.592	-12.936	-29.302	-0.60529	-0.61465	-0.40036	0.30890	17.2	13111	100
2025-5-24 9:8:32.435	WT901BLE68(801231B9234C)	-1.644	0.432	-0.385	217.834	-172.729	-135.864	85.06	75.97	-9.06	39.592	-12.936	-29.302	-0.60529	-0.61465	-0.40036	0.30890	17.2	13111	100
2025-5-24 9:8:32.661	WT901BLE68(801231B9234C)	-1.393	1.467	-0.613	293.945	-14.160	-123.596	82.74	78.77	-17.08	39.592	-12.936	-29.302	-0.60529	-0.61465	-0.40036	0.30890	17.2	13111	100
2025-5-24 9:8:32.661	WT901BLE68(801231B9234C)	-2.014	1.520	-0.618	260.864	83.252	-18.677	92.78	79.72	-11.94	39.592	-12.936	-29.302	-0.60529	-0.61465	-0.40036	0.30890	17.2	13111	100
2025-5-24 9:8:32.662	WT901BLE68(801231B9234C)	-2.031	1.704	-0.362	221.069	164.795	-22.949	112.91	79.51	4.17	39.592	-12.936	-29.302	-0.60529	-0.61465	-0.40036	0.30890	17.2	13111	100
2025-5-24 9:8:32.662	WT901BLE68(801231B9234C)	-1.086	1.441	-0.215	245.239	23.987	5.554	125.18	78.58	12.07	39.592	-12.936	-29.302	-0.60529	-0.61465	-0.40036	0.30890	17.2	13111	100
2025-5-24 9:8:32.662	WT901BLE68(801231B9234C)	-0.421	1.260	-0.387	245.850	-66.650	33.081	124.74	78.51	6.87	39.592	-12.936	-29.302	-0.60529	-0.61465	-0.40036	0.30890	17.2	13111	100
2025-5-24 9:8:32.662	WT901BLE68(801231B9234C)	-0.039	0.942	-0.216	211.060	-57.373	28.137	122.70	78.55	0.65	39.592	-12.936	-29.302	-0.36862	-0.68436	-0.29694	0.55450	17.2	13111	100
2025-5-24 9:8:32.662	WT901BLE68(801231B9234C)	0.219	0.702	-0.075	181.702	-23.682	17.822	122.23	78.33	-3.25	39.592	-12.936	-29.302	-0.36862	-0.68436	-0.29694	0.55450	17.2	13111	100
2025-5-24 9:8:32.662	WT901BLE68(801231B9234C)	0.580	0.748	0.108	147.034	30.151	4.395	125.45	77.71	-2.74	39.592	-12.936	-29.302	-0.36862	-0.68436	-0.29694	0.55450	17.2	13111	100
2025-5-24 9:8:32.662	WT901BLE68(801231B9234C)	0.601	1.011	0.528	81.116	112.915	-1.343	132.47	76.31	2.96	39.592	-12.936	-29.302	-0.36862	-0.68436	-0.29694	0.55450	17.2	13111	100
2025-5-24 9:8:32.662	WT901BLE68(801231B9234C)	0.012	0.754	0.375	7.813	185.425	-36.316	140.82	73.53	11.74	39.592	-12.936	-29.302	-0.36862	-0.68436	-0.29694	0.55450	17.2	13111	100
2025-5-24 9:8:32.671	WT901BLE68(801231B9234C)	-0.051	0.477	0.201	-66.895	108.704	-49.683	147.44	71.25	20.45	39.592	-12.936	-29.302	-0.36862	-0.68436	-0.29694	0.55450	17.2	13111	100
2025-5-24 9:8:32.671	WT901BLE68(801231B9234C)	-0.123	0.261	0.130	-95.093	56.946	-38.757	148.35	69.91	24.20	39.592	-12.936	-29.302	-0.36862	-0.68436	-0.29694	0.55450	17.2	13111	100
2025-5-24 9:8:32.731	WT901BLE68(801231B9234C)	-0.545	0.322	-0.180	-88.928	67.871	-30.579	148.69	68.74	27.54	43.512	-26.166	-20.972	-0.36862	-0.68436	-0.29694	0.55450	17.2	13111	100
2025-5-24 9:8:32.732	WT901BLE68(801231B9234C)	-1.403	0.736	-0.398	-111.938	97.595	-47.729	149.34	66.85	31.34	43.512	-26.166	-20.972	-0.36862	-0.68436	-0.29694	0.55450	17.2	13111	100
2025-5-24 9:8:32.761	WT901BLE68(801231B9234C)	-2.124	1.054	-0.526	-163.757	58.044	-67.139	149.69	65.84	35.62	43.512	-26.166	-20.972	-0.36862	-0.68436	-0.29694	0.55450	17.2	13111	100
2025-5-24 9:8:32.761	WT901BLE68(801231B9234C)	-2.415	1.251	-0.542	-203.186	17.456	-31.860	147.49	65.40	38.22	43.512	-26.166	-20.972	-0.36862	-0.68436	-0.29694	0.55450	17.2	13111	100
2025-5-24 9:8:32.791	WT901BLE68(801231B9234C)	-1.971	1.409	-0.707	-192.810	-62.622	-10.315	142.71	65.92	37.92	43.512	-26.166	-20.972	-0.36862	-0.68436	-0.29694	0.55450	17.2	13111	100
2025-5-24 9:8:32.791	WT901BLE68(801231B9234C)	-1.617	1.476	-0.427	-185.974	-61.707	6.775	136.58	66.77	35.73	43.512	-26.166	-20.972	-0.36862	-0.68436	-0.29694	0.55450	17.2	13111	100
2025-5-24 9:8:32.851	WT901BLE68(801231B9234C)	-1.171	1.324	-0.182	-189.880	-16.235	31.494	130.65	66.78	33.77	43.512	-26.166	-20.972	-0.36862	-0.68436	-0.29694	0.55450	17.2	13111	100
2025-5-24 9:8:32.852	WT901BLE68(801231B9234C)	-1.196	0.952	-0.096	-189.270	70.007	79.041	126.03	65.24	33.14	43.512	-26.166	-20.972	-0.36862	-0.68436	-0.29694	0.55450	17.2	13111	100
2025-5-24 9:8:32.882	WT901BLE68(801231B9234C)	-1.327	0.531	-0.012	-191.040	163.391	77.881	124.15	62.29	35.69	43.512	-26.166	-20.972	-0.36862	-0.68436	-0.29694	0.55450	17.2	13111	100
2025-5-24 9:8:32.883	WT901BLE68(801231B9234C)	-1.439	0.295	-0.115	-188.538	196.960	69.763	124.06	58.88	40.20	43.512	-26.166	-20.972	-0.36862	-0.68436	-0.29694	0.55450	17.2	13111	100
2025-5-24 9:8:32.911	WT901BLE68(801231B9234C)	-1.150	0.161	-0.135	-183.533	139.099	43.091	123.46	56.17	44.03	43.512	-26.166	-20.972	-0.36862	-0.68436	-0.29694	0.55450	17.2	13111	100
